time,temperature,vibration,anomaly
2025-06-25 10:03:51.287879,90.19022819272317,0.03115025804974682,-1
2025-06-25 10:04:01.287879,71.08033975382122,0.01784534061095583,1
2025-06-25 10:04:11.287879,78.92728410829679,0.0019124883499966466,-1
2025-06-25 10:04:21.287879,76.55849737664137,0.018071071948898357,1
2025-06-25 10:04:31.287879,72.02560226421137,0.020858018235838965,1
2025-06-25 10:04:41.287879,77.67100844554967,0.019156327716789566,1
2025-06-25 10:04:51.287879,70.3111317234156,0.019298431642971615,1
2025-06-25 10:05:01.287879,73.7735154534651,0.021547116691991258,1
2025-06-25 10:05:11.287879,73.46490950076961,0.016983913934105758,1
2025-06-25 10:05:21.287879,74.06410400908783,0.020152802060411843,1
2025-06-25 10:05:31.287879,70.5049821508152,0.01918351343608179,1
2025-06-25 10:05:41.287879,57.684693220580954,0.034071714623676086,-1
2025-06-25 10:05:51.287879,74.09432671760966,0.014845149593193574,1
2025-06-25 10:06:01.287879,54.09717439424145,0.02941807888208859,-1
2025-06-25 10:06:11.287879,71.16563838525889,0.015538607076358719,1
2025-06-25 10:06:21.287879,72.12560906999008,0.01645902201912198,1
2025-06-25 10:06:31.287879,67.35324137016032,0.019894661980404633,1
2025-06-25 10:06:41.287879,73.66630592377741,0.014613363692476272,1
2025-06-25 10:06:51.287879,71.95173529058336,0.016298196690928596,1
2025-06-25 10:07:01.287879,71.69143083421525,0.020248382122221076,1
2025-06-25 10:07:11.287879,78.67275486393355,0.016192963313084882,1
2025-06-25 10:07:21.287879,75.47168058425643,0.01972189097318565,1
2025-06-25 10:07:31.287879,69.84726938560578,0.01006929404292165,1
2025-06-25 10:07:41.287879,65.48276488321486,0.02176510830607318,1
2025-06-25 10:07:51.287879,73.437749109657,0.018888661517388536,1
2025-06-25 10:08:01.287879,71.21197232338524,0.018740333120201482,1
2025-06-25 10:08:11.287879,70.99677687743154,0.020946005361263724,1
2025-06-25 10:08:21.287879,73.95904938844598,0.01708428704007038,1
2025-06-25 10:08:31.287879,55.061494982325,0.005450307652676956,-1
2025-06-25 10:08:41.287879,68.07794937947382,0.018685281805407572,1
2025-06-25 10:08:51.287879,71.5001910002546,0.017433298258199816,1
2025-06-25 10:09:01.287879,96.08479120428314,0.03434361849291043,-1
2025-06-25 10:09:11.287879,72.01463104651737,0.019695064081021185,1
2025-06-25 10:09:21.287879,75.0031907779772,0.017897289618991966,1
2025-06-25 10:09:31.287879,68.89807917876132,0.01645206814658703,1
2025-06-25 10:09:41.287879,70.48422722296286,0.014191362974848583,1
2025-06-25 10:09:51.287879,70.23237073239525,0.012670767956737893,1
2025-06-25 10:10:01.287879,70.18037032695965,0.017120571765736888,1
2025-06-25 10:10:11.287879,74.32099385543343,0.023121910743271523,1
2025-06-25 10:10:21.287879,70.8335843182033,0.021463484332302104,1
2025-06-25 10:10:31.287879,80.45869110786492,0.03070136927352806,-1
2025-06-25 10:10:41.287879,74.8228559656634,0.01468859568049696,1
2025-06-25 10:10:51.287879,74.16426745881535,0.02189596156024537,1
2025-06-25 10:11:01.287879,75.1584380069195,0.021463896000067685,1
2025-06-25 10:11:11.287879,63.335396726568135,0.014371761100396969,1
2025-06-25 10:11:21.287879,71.21137827192122,0.016821204685660545,1
2025-06-25 10:11:31.287879,69.75996562104123,0.018721395494540383,1
2025-06-25 10:11:41.287879,71.48682666572726,0.01857335037925317,1
2025-06-25 10:11:51.287879,70.01946297085969,0.015653290255724244,1
2025-06-25 10:12:01.287879,75.1971316869251,0.01573754774522837,1
2025-06-25 10:12:11.287879,69.88596220943779,0.01530777881047908,1
2025-06-25 10:12:21.287879,68.2642429285156,0.01948935806157317,1
2025-06-25 10:12:31.287879,67.9150044842336,0.022268257000775286,1
2025-06-25 10:12:41.287879,59.0685826106587,0.03353145135624501,-1
2025-06-25 10:12:51.287879,74.40459228664966,0.02197978534668128,1
2025-06-25 10:13:01.287879,73.38637101536357,0.01663149746108762,1
2025-06-25 10:13:11.287879,71.98189271555373,0.020083252426414573,1
2025-06-25 10:13:21.287879,72.92772652138535,0.020960694817895444,1
2025-06-25 10:13:31.287879,69.60983044881733,0.02281830189220876,1
2025-06-25 10:13:41.287879,72.40033909819996,0.018723494559363934,1
2025-06-25 10:13:51.287879,71.52734931237076,0.016611686289762496,1
2025-06-25 10:14:01.287879,76.17215321264561,0.02176618043298368,1
2025-06-25 10:14:11.287879,70.16624309536665,0.018493783445510566,1
2025-06-25 10:14:21.287879,72.24743115515393,0.01779198909755036,1
2025-06-25 10:14:31.287879,76.13418935467337,0.019356018634997613,1
2025-06-25 10:14:41.287879,74.0454086944865,0.01857824416679572,1
2025-06-25 10:14:51.287879,69.1878410713853,0.016138679042548995,1
2025-06-25 10:15:01.287879,71.28148223929388,0.02100603652473511,1
2025-06-25 10:15:11.287879,69.37064686167506,0.018358672260982183,1
2025-06-25 10:15:21.287879,71.11409425304966,0.015753626828022577,1
2025-06-25 10:15:31.287879,51.597594735741595,0.035087314860053856,-1
2025-06-25 10:15:41.287879,72.33339289933284,0.019299849935230862,1
2025-06-25 10:15:51.287879,65.3338301627538,0.014049251573385926,1
2025-06-25 10:16:01.287879,74.52521829894394,0.016913399851482342,1
2025-06-25 10:16:11.287879,74.0735446324865,0.021084967301377124,1
2025-06-25 10:16:21.287879,66.87743899079393,0.018166928725325035,1
2025-06-25 10:16:31.287879,75.00262644743003,0.017597551603538337,1
2025-06-25 10:16:41.287879,74.94396080267065,0.01531605404284389,1
2025-06-25 10:16:51.287879,75.74733963650328,0.021485128655399782,1
2025-06-25 10:17:01.287879,72.07305905190196,0.01788113992628967,1
2025-06-25 10:17:11.287879,90.94791748363508,0.03025298004098393,-1
2025-06-25 10:17:21.287879,69.44733184668557,0.01101463725964466,1
2025-06-25 10:17:31.287879,68.93422453685187,0.020941573889947027,1
2025-06-25 10:17:41.287879,68.50895002936043,0.01538490363426491,1
2025-06-25 10:17:51.287879,75.04409907067752,0.018830530124439616,1
2025-06-25 10:18:01.287879,76.40939726298942,0.022544157430376913,1
