time,temperature,vibration,pressure,anomaly
2025-06-25 15:56:55.090724,72.69076278596735,0.03613342278491266,88.97932366804396,1
2025-06-25 15:57:05.090724,101.22178454828429,0.05179410280744752,102.92872841324308,-1
2025-06-25 15:57:15.090724,70.37886595276757,0.019870622614443077,92.61870197774117,1
2025-06-25 15:57:25.090724,66.98169195157128,0.019900279760334323,109.26221164528289,1
2025-06-25 15:57:35.090724,68.23549431695307,0.020337045519928775,101.70858523304047,1
2025-06-25 15:57:45.090724,67.35652998430196,0.019904526690542972,98.22390278219736,1
2025-06-25 15:57:55.090724,68.57947145213755,0.012905309485408174,106.66852349007472,1
2025-06-25 15:58:05.090724,64.87533554632468,0.036597249143803044,95.36986397105295,1
2025-06-25 15:58:15.090724,73.33020035403776,0.018090035111327896,91.87165030038244,1
2025-06-25 15:58:25.090724,67.30879875483231,0.010877859061862139,94.61087104126361,1
2025-06-25 15:58:35.090724,71.28569911912022,0.015554485181832542,101.64957342331047,1
2025-06-25 15:58:45.090724,72.94661859782396,0.02051276432640214,93.04557150912964,1
2025-06-25 15:58:55.090724,72.90515730431086,0.029318251180217397,107.86447168368919,1
2025-06-25 15:59:05.090724,65.40715473028479,0.0244839101689057,98.19678348959096,1
2025-06-25 15:59:15.090724,66.72049288133013,0.02246187148630766,103.85394578360477,1
2025-06-25 15:59:25.090724,86.29417850253873,0.05028013451250077,97.71486714258998,-1
2025-06-25 15:59:35.090724,63.138813979897186,0.020850439127679886,100.61210735388086,1
2025-06-25 15:59:45.090724,69.16639909800601,0.02581678072855534,102.995680334124,1
2025-06-25 15:59:55.090724,91.6558416872471,0.06097276994000173,100.8375267544476,-1
2025-06-25 16:00:05.090724,69.30366006613036,0.03200685629260973,92.89422235669213,1
2025-06-25 16:00:15.090724,86.43768972262194,0.051547745833814995,101.37008594992439,-1
2025-06-25 16:00:25.090724,72.94838146449969,0.02084282935695019,102.22336609145398,1
2025-06-25 16:00:35.090724,66.96277365545909,0.02678620422350498,98.27898164482215,1
2025-06-25 16:00:45.090724,75.68919916064817,0.016500716054513802,109.84876570427522,1
2025-06-25 16:00:55.090724,66.51783520845268,0.01526850571881008,92.82859876458683,1
2025-06-25 16:01:05.090724,70.75675891667245,0.029910630166064357,107.11131822036377,1
2025-06-25 16:01:15.090724,66.88551867726702,0.02944307948849538,100.5200891800595,1
2025-06-25 16:01:25.090724,89.78535288375363,0.054602154607738984,90.70299518104599,-1
2025-06-25 16:01:35.090724,68.12302807134542,0.023412099382438416,109.01516223158325,1
2025-06-25 16:01:45.090724,69.00586304578168,0.011679158235731499,106.70849828748962,1
2025-06-25 16:01:55.090724,71.638808251989,0.0031005296927802024,99.0533820229822,1
2025-06-25 16:02:05.090724,68.92030551967714,0.019267044751736725,96.56375850888293,1
2025-06-25 16:02:15.090724,71.01050952083021,0.02096458383942647,102.00170316691518,1
2025-06-25 16:02:25.090724,74.09131150057821,0.004040279644671397,101.96820516282901,1
